,Col 0,Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7
Index 47,-2.7160320256967383,-7.556796405499302,-11.840591653185475,3.26804717657124,7.508065181781206,10.381875827958522,-26.134663177440743,15.969879848081765
Index 48,0.9812762152748169,0.3487059128178783,-0.15328304568657633,-5.135719095620816,9.052205962528555,-8.957858076493276,1.2886734528600523,-2.275928126730566
Index 49,5.325499341668424,-12.378901356208134,-20.06144830057807,-5.229632422321552,-18.107540929255407,-4.478781143511047,-1.7357383215543223,-5.156606831097211
Index 50,1.082070172511795,-13.996138951391373,13.164019956751785,6.0429508675079,12.453232347371529,-0.45215596666071445,-1.6103508716344064,2.5763025261134587
Index 51,2.984239112762512,13.162821742443489,4.518118925617834,-18.52276721373255,-0.26233890327262743,-10.49934067167888,9.885750345027262,-10.200283570137845
Index 52,-6.085031758877063,-0.3588647461243135,-7.440862027651272,10.772934388817543,6.933962079736293,2.0552472281464946,1.2326863511029447,-1.3076914234943566
Index 53,-21.477958284779003,-5.932915536235205,-2.9026141092419113,-5.877389854609174,3.6159456676742523,0.23616573771435784,2.3877592513033417,-6.371263907949485
Index 54,-9.493681789461274,-8.447012159421028,-0.11812627979968876,11.879928659717507,-17.240500940977523,-2.523123341260314,-13.823127878560639,-7.512538480928244
Index 55,-4.711891788881622,4.219962490053817,-5.948552499169708,8.91267422513194,-15.891832756671324,9.699395591923933,-1.9772703504960256,-25.558137941018263
Index 56,5.5903236206169,-5.759903214097111,-17.159855399491978,-19.29376144066627,6.66788341801572,10.576147924691522,-8.906857061526237,9.0003314808573
Index 57,-4.346857481693908,15.609742813276979,-0.6377279753139311,-0.1679398092410745,-9.298123974488192,-11.34917173099998,6.54651748580128,8.220234268668712
Index 58,3.779596359820987,17.751512003701325,22.44859673231353,-10.043969940314486,-5.137750359349806,-3.565755356326938,-14.69462803430355,3.653742216464529
Index 59,13.930616993111295,0.9771129044282103,-12.009582232112606,6.09835805997942,4.732521025240888,4.752964394289602,14.40563465421327,-14.53033505376647
Index 60,18.560616599398344,-6.745962576650955,3.0828137891180467,-11.187081728893949,4.3340134837610815,-15.60150520553625,-2.5168860207626755,3.411367942182397
Index 61,-6.990930235726562,7.744625220665925,23.29076727149793,-0.9090814600741874,-11.561756182549324,-5.323327920309509,15.816571738978224,-15.316207769229335
Index 62,1.6503146033399645,-5.740041395238238,-4.495247900879178,6.0437599124874275,-14.999537539167349,2.509895293765416,0.02131008129849262,0.4032469870818195
Index 63,4.083639816396182,5.780985502685093,5.712038399345202,10.245829746650632,-8.0000961669677,-5.320722134184274,7.539989299103315,-2.445505796035528
Index 64,-6.410345379374418,-2.3061290457699513,-21.18510789676612,-8.614585805560285,-7.889881061415304,-5.712581696999051,10.806818771395077,13.320712400310935
Index 65,-2.274581913360692,2.967903351733152,-11.605376275534757,4.617232780277675,-7.251436831201497,3.381742924344662,1.1685638397616973,16.88101106083673
Index 66,-11.173381800132056,-9.303207801919973,19.134216412705573,-2.7277787626692933,19.581861461171922,-12.022773019274851,25.034986885064864,-1.4527614496143213
Index 67,-0.2316010281482667,4.537842717313907,-5.908001537649331,7.225060288207872,-8.665156806558738,12.416517234223454,-12.80263090978972,-11.527379240795042
Index 68,16.528672415926167,-2.632768423704924,19.038466677985532,-4.700120592607689,-1.082009670551027,-3.855614736746405,12.422162630710673,4.918575521368593
Index 69,-3.3923638109008483,-1.5704185440750638,3.7925249468195577,8.329206767632906,6.182598009557125,-9.950045306333346,-19.93311505012009,10.229248577702489
Index 70,-9.117369316658362,-1.2207247801935985,-4.753735990901766,18.588343660078223,-12.302517339005233,12.585176497076226,14.875575991318586,6.450536947279813
Index 71,1.1131924107403153,-7.050153878095825,24.94681502060315,3.821541939917887,4.250591807185203,-5.827256968054895,-18.67903288502747,6.9647216771159215
Index 72,-0.07734456575130973,7.175100914197391,10.782309216797314,-6.804510238328768,-12.53514893971058,-4.896128763705464,-8.665328964082478,11.218358881314954
Index 73,-20.621119782263353,-0.6618347660128783,-16.10285276170808,-7.621587217518972,4.717814121519033,18.58671017457207,-16.746205754081835,4.425439864886868
Index 74,-0.2474660366322215,5.594536308860731,-1.6824336390973194,5.945052300818249,2.320012878418543,14.227922977408227,1.9564504300215182,-10.108137511525685
Index 75,-2.2427461569319265,-6.534383447964714,-5.417298352423571,8.111253948730631,-13.426986947346865,3.0898046895879876,8.908976448013364,-5.061605795226633
Index 76,-8.471878409486544,-5.763611580403291,-3.1541405244683207,0.7636303925513062,1.768723547123844,6.691121808522294,7.452564763559218,7.873490160655057
Index 77,-10.137560072563295,3.448137072745542,1.3969161100261507,1.204155045904234,-11.265367003111095,-8.302960017600613,6.239878779916777,-4.0900129090915
Index 78,-14.664969087748027,-8.680903014211687,2.9008417461232145,6.9285898788336455,3.7097593429236264,6.754375146778131,4.807784890769845,7.458547534636311
Index 79,2.0508447987987632,10.003826675843685,-5.31244530960063,11.41321693014123,-3.3811291786061792,-8.2627848970405,21.573473199465386,9.746861592571367
Index 80,25.13719548261507,-6.19874280666255,17.9738100936744,14.18524655924334,-11.515212667805027,3.3730720428232805,6.142738726061092,-15.697793029849592
Index 81,-7.467203633970453,-12.558343239718008,-1.8078557566674167,-7.713002020394533,16.995059190762067,-3.0185123206079885,19.42589592249073,-9.44803495834149
Index 82,-3.098233532158479,7.223699803781289,12.373851158098084,14.082547400385598,-9.562744772044065,14.115698043114861,6.045375081372483,4.529280446107233
Index 83,2.573006654875111,-7.534205707446625,4.04650090733351,-3.192409618827447,-3.300659650986519,14.496635176706722,3.6495733455749004,-8.427420297362229
Index 84,-7.601683907079896,-6.45659178518378,-5.913477168916112,-7.889131821368759,-7.070249089565287,-10.470667649376022,14.436294311538909,5.1733767410690525
Index 85,-1.1575603501716822,9.536694207942162,-12.92665621078669,-5.2555875422692,1.7341643598831897,-5.62001696154031,12.859601149166997,-7.4276094665526236
Index 86,9.7145863759708,-1.870708491578632,15.903566254954846,-11.727374259528318,-11.10532032536791,9.737131835077083,-12.300494537690124,-8.600075279258931
Index 87,9.407992111044223,-3.6967491143792834,4.468071679453669,16.995428225569526,19.430723055187485,6.9922611447023275,9.941263219510269,-9.424604276010712
Index 88,3.3745797792624126,-1.2794951740731393,-1.3860653172520698,-16.379375524548248,-0.9720131530210109,6.373506985059299,-8.283548145346154,-5.957150292991344
Index 89,-8.054691023690898,1.7450904083346948,19.155324255586976,-20.537245286051817,6.270421683115451,-8.090721653195793,-0.6786943498379956,-0.36906840956698295
Index 90,1.4312730173714874,5.166116472560089,-2.7422943854351716,8.897299676723438,-8.975535076065714,1.9057190608483356,12.876507627625422,-1.9360592835151218
Index 91,-1.1393084420661967,-11.063640244957071,3.5640965312879835,13.545615201916558,-10.871877149000424,15.528826403491951,9.289260508102794,7.627702855086604
Index 92,0.6955738742409867,-14.691739818357078,-18.311432631913615,-3.7448288832541388,10.135939161836758,16.0219948679297,-1.3849193875727965,12.36349087482451
Index 93,8.357615699055005,2.032115557545346,3.491249156817968,-1.30961183073449,7.553376620784444,-3.4532065493972777,-0.37470874083662287,2.9970954688282636
Index 94,3.330643846783101,-5.219035763728607,16.40475558135997,-26.768752382419127,4.468434222924536,2.882967882498578,4.456514658378108,-13.100236980334444
Index 95,-14.712000982830284,20.219683739957258,-9.840248822894077,-2.2138697870251587,0.8173090597471249,-3.867507360685587,6.611580616984927,-10.04973877288938
Index 96,-2.6158121149697013,11.137468054582861,19.982947803752456,4.281908038402077,4.480812236761496,-2.4591685345096788,1.7528303566335852,3.5353239081124723
Index 97,-9.44135456265431,2.393410368567529,-2.55329174874871,10.084089201212084,1.7568927074541227,4.375558348089697,-3.1673004485632155,3.5016994700603115
Index 98,7.663017549411536,-12.268289413354392,2.9449768828834673,5.43890222523663,0.44797717431626755,7.627862619206218,5.718388796464554,3.687414892605007
Index 99,1.326552155334999,-10.69863029193969,-1.9904684553636822,8.51842657167922,5.156826905859603,-9.869865643728108,4.0386770828554015,-8.993821252839753
Index 100,6.4848067693976645,12.592855392069172,-11.632553242554692,-12.71006237797214,9.802275277990843,22.198769632645117,-2.810521722085995,3.9266485453421933
Index 101,6.2075474325641276,3.570501780657822,4.8978511210949165,0.4503252740385516,12.05614184065068,-3.7872980491127244,13.921154608964141,-1.3796180958270767
Index 102,-8.038683531651786,-3.239655341372321,-4.046438523918803,4.998072614221078,-19.180356044655646,8.59949122599483,-9.399223924496988,-12.796480849055547
Index 103,2.815413178311912,3.1031526414156785,11.424842624943327,-7.959643123337228,-15.271117715664872,3.1183388149074993,16.89941437453304,17.74890395837104
Index 104,-4.898954300882037,-1.2451099526197984,-1.8054079198466964,28.641594074721368,7.892512784243994,-14.971372510017762,-11.370944994004788,2.5068439629270727
Index 105,6.1030243759707865,3.4731380941987293,-0.4048209016735455,0.32224917944792664,-9.23461371861729,-18.434838681737414,10.324581772591635,-4.823682643317935
Index 106,16.642942403332956,5.388632906423095,-10.687513556001178,-2.3515049029509774,-3.0182433829404074,8.958521655364853,-5.74121666499353,-7.534712897876393
Index 107,-8.357792664599142,14.419646621194307,-11.248722790212398,-1.300687864545432,-1.2309825217752612,-15.970341290057377,2.045276773313211,8.200643454218238
Index 108,-6.666396504223377,-1.8984123524845498,-2.1284082043054866,1.7584914092697648,-6.095767985634492,-4.897926770163286,8.910629435722765,2.2166377045895236
Index 109,1.8372277974510876,-1.8691867438153273,-0.4106198587240275,11.488883266374891,1.1149360136675304,-3.9556192749228165,-12.37274378489992,-0.3373112210733189
Index 110,-8.203132575451717,7.025885535432925,12.195147007811112,-7.512452489264766,7.413779573011828,0.2823363017223126,3.5040580595917934,9.551006653083894
Index 111,7.0838463251223684,-1.5323411254038617,-1.002824892781007,-16.118944956991694,-14.861361423198938,6.332554641640873,4.21474731490265,16.49313277382998
Index 112,5.472000705222833,6.13490845869728,4.770027869388589,5.167464418815733,-2.9010666718501312,-21.066188780288805,-20.547322899621676,-10.168295624244967
Index 113,-7.867264115697717,0.6856179590508968,15.133753458462891,18.28606526536148,-1.2968161812096062,12.684173942376159,-3.907326963741427,-14.268470488796513
Index 114,6.322121413013553,7.408264745967502,-6.883858619336918,-6.225039037390047,10.028854582708192,-2.1215777186112024,-18.12461160862624,-4.474871106149529
Index 115,1.4164140560085898,-4.4796087693536215,-1.3351662535397835,-10.004321563750505,7.9399423781168394,-0.3102842293800001,8.045694740077446,16.479014485800604
Index 116,19.122335417666456,-11.989120012542212,-2.003356228747033,4.643644444904959,2.3175775565892707,6.369013235573383,7.928082889278646,-6.248158598609329
Index 117,-8.409234739854979,-0.9781421582551263,2.591126321463939,-15.049858584375233,-2.527972543377326,2.4825215737541546,0.4438047106872997,5.453150555976471
Index 118,0.2797270789483958,-6.069928548164153,9.557546595361174,0.765722928657202,-9.879618075510537,-12.711514318884813,-5.3821139355570535,4.882129217615664
Index 119,20.150921662400222,5.291510888773619,9.56967208071389,-11.227650657546988,-2.435501360278531,3.7747691268852006,6.803949037051994,16.50714729401597
Index 120,9.873475252577991,4.051811870327021,8.559454319737117,25.840300826807777,-7.325927283797067,-1.7565547649167688,12.175798769205354,9.753301536599633
Index 121,-12.893163787580153,10.352831812182256,-10.651394404400886,-0.8854919494400959,-9.534022189311749,0.2343809178132636,-19.699186715168256,-8.802025421556655
Index 122,-6.687600516330969,5.935451966308869,-7.266917231907051,18.217961647112997,-6.362528345502698,1.9156410779067115,-3.3411656856456213,0.12315594562902597
Index 123,0.4072027918048688,-8.08621844539718,-21.30976547057469,-5.06758458267679,-9.406327677839874,2.219027493591018,-5.722269092701606,0.6122565624550589
Index 124,-6.32255868616388,-13.104085584827306,-1.505474487617096,14.857090885211097,19.01543291396622,-5.250827238569652,-13.868176266214698,-8.322570854717728
Index 125,2.566129417483528,-2.7699875258408753,6.8041335372480685,2.7644727734003602,15.36983232303977,-5.702566735372216,17.00324571972441,2.526987072506906
Index 126,-7.992706656222851,-0.016020884333081475,-18.768605221470608,2.7185938090783295,-17.03387614982051,2.9121240133274573,-2.535674907429624,1.8574152410518499
Index 127,7.127366581051742,4.0471823293873745,8.344236677424757,-6.74731440465767,-6.625645948491545,3.6511613610349087,-2.2248472952139506,-13.796730529272502
Index 128,1.948004408460987,7.004436300345869,1.1554989536520406,-3.369936682189938,-3.8393146016233355,3.1967933813558576,-3.338672316984189,-22.085935043411165
Index 129,-9.50558245332586,0.29117789213632095,10.331544120876845,-3.77362098244759,-15.000995188252555,25.91243333778374,8.693521883884172,-3.6119758867404594
Index 130,21.91486671143586,6.634354729339732,1.3715590293539441,1.5363198807584852,-0.7130767505809882,-9.84739845627565,3.7326874001181896,5.965205785839296
Index 131,-0.044554049703867116,15.700164843317594,14.514197082063557,-4.460612569044326,-14.6285666737566,-2.3673575650994136,-7.876794817404129,-2.740536038356902
Index 132,-6.346476372789373,27.63497681962212,-4.937627752066221,-6.688749231895538,5.973950175274695,18.772666524682585,-6.452351348750977,-21.664593626089218
Index 133,-6.329057695725471,-1.8447942474467371,23.605336488520045,1.8457198541103157,-12.403644036222543,-6.748481071099485,9.382385867974376,-7.257224790216671
Index 134,-18.54076740943389,1.1022282408693538,10.136324623389747,-15.270907855777063,-0.17273956299885626,-5.900207278041383,-1.9450066620441107,5.993627929617635
Index 135,-10.06827568919109,-13.087087393943605,-20.650981609385948,2.6517285896099048,5.227563278147125,-5.103170612587905,1.6417622519790223,0.7378703364074417
Index 136,1.2547866905977345,-9.54330481477154,20.774475044172007,3.0968248709488178,-17.684942049260837,-3.9440084642264814,7.286136744161969,5.26222988706756
Index 137,11.790275592425324,5.860797543575902,-17.456245563745256,3.873647040047689,24.3663409651774,11.600532715815584,0.10503989784457354,10.093293708951965
Index 138,-13.085976309660982,-11.461430070924187,9.274509736987266,0.9423623100758611,20.463635724366192,11.126820456823712,10.135543430112913,-2.8527904576712118
Index 139,-10.366119863256065,12.124207084820435,5.117960348199606,-7.3021746216300905,-9.164112862490489,-10.730216179662019,-13.531831110168858,-2.8022320464628314
Index 140,0.9782315479571646,-12.701873325510803,12.826672962743098,3.01579563615899,-7.051389149691584,0.3333167805555698,-0.6296361080933188,-24.277916331534882
Index 141,-15.684417074040853,0.07122167633956698,3.2250770787368612,-8.729504906227612,13.618502838479209,6.429281396771644,-5.220360434545617,-5.770225605328855
Index 142,1.2663013394798561,-0.3755683268336222,-5.360069062511869,8.81132143037658,-4.11283492578528,7.385291174578365,-13.851625386457725,-6.078196302124292
Index 143,11.023885289868478,-5.512975700128432,1.2311753155324234,6.411212917616553,-1.6837939827364488,4.646665531670661,18.364088622056734,6.956441035600514
Index 144,-4.436619340341105,2.6698462095298647,6.218074714207428,-9.575879529392111,-3.399696827951781,14.107305103211855,-8.542899284615928,7.2533956650965115
Index 145,-0.4745956339727547,-11.268330416948338,19.08227629845567,1.4343602143792802,-2.6418663711671853,-0.6052100300136968,-1.1593091393184478,10.96079720534954
Index 146,-20.10596881965946,10.573055693500669,3.127534472430704,2.84680706773961,7.143668135063681,5.478037447943997,0.5367830617621593,2.569417763294182
Index 147,13.237843133045327,-13.885348312748942,18.91208794093184,3.159741228193795,-8.686045614214835,-5.7227418436874276,4.098118200186166,3.469731102874374
Index 148,-7.391453736100635,7.783542874095971,-8.647712204610672,-10.910138576671391,16.327530251031497,9.128792389650004,11.21709775101775,8.63988826534145
Index 149,0.7150277895388452,-1.3121287967737418,-1.8854727854000402,10.439446694918699,0.10104796059707688,-0.8202581331532945,-3.1737154792233966,5.4388909795429585
Index 150,-3.8122890395960045,11.11982019610105,8.841439438361835,7.8113518292660045,1.7171959648948971,24.755572964428847,-1.1109825356666623,7.484692405670095
Index 151,-2.501953022318162,-11.683345273268,-0.8606752308552275,10.414683293277404,1.5815075705565698,-8.499411998729949,3.9610489491224268,1.9828586751205415
Index 152,12.635778591663868,-0.5465030212225643,-7.301694067799432,-5.437950762624037,3.2000889960022256,6.488966639169744,-2.018019485039823,-11.832991157336634
Index 153,6.462433776904666,-1.541317377072058,-10.966691090547675,-8.08633675159878,-12.266197818019597,13.000349741106977,-11.207213585559444,0.7006241920570642
Index 154,11.890492315292995,20.582688176460685,5.5773591973985015,8.101584312706752,-3.5105390341192018,1.36305848894084,0.5713196034796273,-7.751336385696646
Index 155,7.373436526368628,3.3302267279899067,-0.3369796679740592,-7.69004409823689,10.710329433449692,6.045900091686896,3.0867856396834057,1.602603950871683
Index 156,-2.6430800006069353,-15.40332410769777,-7.003605331453857,16.98679866104469,5.25915019132472,21.013653608483487,-5.215072075261765,-3.3681037564968292
Index 157,-24.993006304692535,1.2323878388531235,4.030676591504959,-1.3495565725929248,-0.4045579063009943,18.557979976465408,5.0719061595273365,-5.960888988080947
Index 158,5.922038493632159,1.378432976673639,-5.254890479580427,8.681717369756448,-3.0258677106233907,-3.6521175232228305,-7.742048600592214,-14.671915571122788
Index 159,-9.586025509533876,-5.816157656861229,-3.555084869377207,1.227144838712926,-2.7873246584335027,12.315880281559956,2.5715994398017843,-5.300629531402683
Index 160,20.685731958601323,5.888836333212839,6.560435439720704,1.6559361991290347,-9.00898906985372,-12.68853021929571,12.340113585699907,8.436594944080536
Index 161,-0.31734168669264307,-9.936819272422778,-2.1804732122878026,-1.5664948451271616,-14.713789216290884,-7.616393363672934,-1.342786616234408,2.7229920206665543
Index 162,18.156462337906703,8.054636979655994,-5.65102539301696,-0.30172364541655494,-5.664628811519885,-16.618236101195222,3.7580692902655515,10.605702833939505
Index 163,1.9680469320343554,1.1156656740893924,11.87731861720116,-1.259797913627167,-4.0171957934126015,8.018310639958914,-9.000043690347947,18.954102377999984
Index 164,-2.504043293429098,-10.145581388701421,1.867866482014549,22.433884746515012,-12.02534414216521,-0.18971763692181384,1.4031050018381497,-5.5688802107922015
Index 165,0.5605390925766887,4.086249459578026,0.9553837976449202,-7.97049053662993,-8.32337861585149,-12.491451962642198,-1.147948607057546,11.335970938624012
Index 166,-2.7423452404813076,3.7686985357131517,1.5309880459391456,-4.926478524374535,12.742160282053707,4.206519741370523,8.227541804133171,-5.551674419659616
Index 167,2.965483934898856,-12.346750293423376,-7.346393684117794,2.05863716209696,5.345109527196818,-13.522272904200602,-7.8576075281778515,-7.579576344320475
Index 168,-13.162767347273396,-8.4590080969642,6.737219614803301,10.931772076791702,11.15421789532875,0.09245834274537802,6.191559010852562,1.349322808654709
Index 169,-5.515268122137012,6.1904173475659565,-2.537514196835252,-1.9446983587926672,11.957001770038376,-7.279120309611261,7.3345517992587625,24.537831831877902
Index 170,10.752236611962458,11.256909441895491,21.395164107710155,5.721762369943773,-1.1119166203283406,7.907119322808393,2.119072286216574,-1.3200703932140279
Index 171,5.7755398690106805,13.249306645697661,-10.545153224279797,-2.1131015025657645,-5.55315889490243,-0.2602299464459611,4.918370780774273,12.149525065608522
Index 172,3.5506210121058075,-13.358316628704987,11.638129896780288,9.143820804788358,-7.439132748812252,-2.1784931486023567,9.61569651507654,-3.5537851603036756
Index 173,17.047919877391518,1.7084866048855094,8.255933212534801,-1.3666722416144006,10.34248605384674,0.29334484425136576,14.634063109961048,-0.4203765034452925
Index 174,11.60147311452478,9.455141868731742,12.093485305368656,-0.2838069798125446,15.074779551322145,4.16416968559731,1.9615204437257427,13.232311935360844
Index 175,1.6065574038375166,-7.699983058537885,-29.179876875035333,-0.07797588271972936,14.154312890228232,5.601511281100002,13.160243771226636,-3.260089895899141
Index 176,9.308862779898734,-2.1314671435395707,8.72705920530265,6.1278526621550995,-12.421586786024898,19.354677269201822,-4.528283361911041,14.550996417912042
Index 177,-3.3348942501463306,-0.24045125895735164,-21.746686690530698,-2.019386332593669,7.44897245224889,-10.631048850520447,-10.98392793611614,-17.357289591242722
Index 178,16.506225638012538,0.0009444059209923196,-1.998140922972551,-10.431227232533162,-17.067954217197826,17.77480148528139,0.7926929673846085,6.025268324894347
Index 179,9.241393557443988,22.73533302457407,17.331722552940654,-18.390999018318677,-9.63662937338791,-3.236960921809995,0.37656046158133916,11.502161368784968
Index 180,12.187318261914243,20.92028348118585,8.33868531859663,5.295805504616661,-1.339691322062416,-5.924840438640367,-0.42321474391816544,0.17462077136288554
Index 181,-8.98231835510525,-8.537957254196305,-11.214986734344809,-5.408021011300695,12.229587071432661,-8.330389129856457,12.59409599236605,24.718718310008878
Index 182,-3.027848454021978,0.8181585058079133,4.528037265283179,7.422631591064955,-12.96107486790863,-8.83472135448979,-2.601802035271461,-0.49722171857527414
Index 183,-3.429720757863397,12.63595391832382,-22.048587176251996,-13.077894364463859,20.266615016900683,0.9982704768199081,23.56667336853605,14.969836226307901
Index 184,-10.714956102973215,2.1381238142511765,0.15876991838924076,1.3209532738565808,-4.687406114812297,16.230467710096235,-4.847578042179521,4.270007029730713
